date,crop,market,production_tons,price_per_ton,farm_count
2022-11-30,mustard,Ludhiana,189,5879.61,22
2022-12-31,mustard,Ludhiana,139,6147.06,26
2023-01-31,mustard,Ludhiana,144,6494.1,20
2023-02-28,mustard,Ludhiana,176,6629.5,11
2023-03-31,mustard,Ludhiana,148,6759.65,25
2023-04-30,mustard,Ludhiana,186,6838.54,11
2023-05-31,mustard,Ludhiana,119,6880.7,28
2023-06-30,mustard,Ludhiana,191,6420.8,28
2023-07-31,mustard,Ludhiana,116,6056.07,25
2023-08-31,mustard,Ludhiana,127,6109.14,28
2023-09-30,mustard,Ludhiana,140,6236.2,18
2023-10-31,mustard,Ludhiana,165,6050.73,10
2023-11-30,mustard,Ludhiana,124,6332.66,19
2023-12-31,mustard,Ludhiana,157,6776.35,28
2021-01-31,mustard,Mumbai,172,5711.65,28
2021-02-28,mustard,Mumbai,151,6008.97,28
2021-03-31,mustard,Mumbai,170,6225.51,24
2021-04-30,mustard,Mumbai,101,6505.44,25
2021-05-31,mustard,Mumbai,155,6539.9,18
2021-06-30,mustard,Mumbai,159,6044.31,13
2021-07-31,mustard,Mumbai,122,5893.44,24
2021-08-31,mustard,Mumbai,139,5770.38,21
2021-09-30,mustard,Mumbai,163,5594.22,12
2021-10-31,mustard,Mumbai,184,5680.18,23
2021-11-30,mustard,Mumbai,122,5879.25,26
2021-12-31,mustard,Mumbai,128,6120.68,28
2022-01-31,mustard,Mumbai,177,6414.54,15
2022-02-28,mustard,Mumbai,189,6802.02,13
2022-03-31,mustard,Mumbai,150,6666.63,16
2022-04-30,mustard,Mumbai,168,7028.33,28
2022-05-31,mustard,Mumbai,194,6755.81,26
2022-06-30,mustard,Mumbai,188,6690.1,25
2022-07-31,mustard,Mumbai,130,6285.44,24
2022-08-31,mustard,Mumbai,149,6112.04,17
2022-09-30,mustard,Mumbai,119,6185.89,28
2022-10-31,mustard,Mumbai,154,5981.6,17
2022-11-30,mustard,Mumbai,180,6462.83,27
2022-12-31,mustard,Mumbai,101,6772.43,25
2023-01-31,mustard,Mumbai,124,6972.04,29
2023-02-28,mustard,Mumbai,112,7226.52,28
2023-03-31,mustard,Mumbai,191,7276.4,19
2023-04-30,mustard,Mumbai,169,7434.35,26
2023-05-31,mustard,Mumbai,166,7278.66,22
2023-06-30,mustard,Mumbai,157,6945.53,22
2023-07-31,mustard,Mumbai,198,6779.62,16
2023-08-31,mustard,Mumbai,181,6645.35,19
2023-09-30,mustard,Mumbai,174,6582.65,11
2023-10-31,mustard,Mumbai,183,6587.7,13
2023-11-30,mustard,Mumbai,163,7020.6,15
2023-12-31,mustard,Mumbai,168,7225.65,27
2021-01-31,mustard,Bangalore,195,5014.94,10
2021-02-28,mustard,Bangalore,102,5335.72,11
2021-03-31,mustard,Bangalore,146,5526.73,24
2021-04-30,mustard,Bangalore,161,5419.42,21
2021-05-31,mustard,Bangalore,198,5604.76,23
2021-06-30,mustard,Bangalore,113,5652.48,11
2021-07-31,mustard,Bangalore,162,5176.32,27
2021-08-31,mustard,Bangalore,160,4933.3,16
2021-09-30,mustard,Bangalore,130,4920.43,15
2021-10-31,mustard,Bangalore,194,4921.48,23
2021-11-30,mustard,Bangalore,116,5156.93,17
2021-12-31,mustard,Bangalore,123,5169.95,11
2022-01-31,mustard,Bangalore,122,5676.7,26
2022-02-28,mustard,Bangalore,181,5945.15,14
2022-03-31,mustard,Bangalore,149,6061.31,23
2022-04-30,mustard,Bangalore,177,6164.19,29
2022-05-31,mustard,Bangalore,178,6150.06,12
2022-06-30,mustard,Bangalore,178,5948.82,14
2022-07-31,mustard,Bangalore,169,5524.11,25
2022-08-31,mustard,Bangalore,126,5534.9,27
2022-09-30,mustard,Bangalore,114,5363.21,26
2022-10-31,mustard,Bangalore,149,5431.76,20
2022-11-30,mustard,Bangalore,135,5621.21,26
2022-12-31,mustard,Bangalore,107,5881.41,25
2023-01-31,mustard,Bangalore,178,6323.43,11
2023-02-28,mustard,Bangalore,102,6453.97,13
2023-03-31,mustard,Bangalore,161,6497.81,16
2023-04-30,mustard,Bangalore,146,6577.55,11
2023-05-31,mustard,Bangalore,176,6511.76,15
2023-06-30,mustard,Bangalore,197,6410.6,26
2023-07-31,mustard,Bangalore,187,6129.08,16
2023-08-31,mustard,Bangalore,195,5826.23,14
2023-09-30,mustard,Bangalore,160,6120.45,14
2023-10-31,mustard,Bangalore,131,6000.47,29
2023-11-30,mustard,Bangalore,193,6328.23,25
2023-12-31,mustard,Bangalore,112,6484.83,28
2021-01-31,pepper,Chennai,123,29859.09,21
2021-02-28,pepper,Chennai,146,30258.44,11
2021-03-31,pepper,Chennai,170,30573.89,12
2021-04-30,pepper,Chennai,182,30696.03,27
2021-05-31,pepper,Chennai,185,30603.66,10
2021-06-30,pepper,Chennai,162,30402.39,29
2021-07-31,pepper,Chennai,156,30200.33,15
2021-08-31,pepper,Chennai,154,30080.15,14
2021-09-30,pepper,Chennai,159,29886.48,10
2021-10-31,pepper,Chennai,198,29786.05,28
2021-11-30,pepper,Chennai,161,29914.31,10
2021-12-31,pepper,Chennai,129,30146.78,25
2022-01-31,pepper,Chennai,192,30749.12,21
2022-02-28,pepper,Chennai,121,30966.86,17
2022-03-31,pepper,Chennai,174,31064.88,25
2022-04-30,pepper,Chennai,183,31084.94,10
2022-05-31,pepper,Chennai,128,30989.72,13
2022-06-30,pepper,Chennai,140,30970.91,19
2022-07-31,pepper,Chennai,141,30828.85,20
2022-08-31,pepper,Chennai,197,30392.35,26
2022-09-30,pepper,Chennai,164,30483.52,16
2022-10-31,pepper,Chennai,130,30427.27,21
2022-11-30,pepper,Chennai,129,30592.64,16
2022-12-31,pepper,Chennai,117,31046.86,21
2023-01-31,pepper,Chennai,116,31203.24,24
2023-02-28,pepper,Chennai,137,31491.98,11
2023-03-31,pepper,Chennai,113,31634.59,23
2023-04-30,pepper,Chennai,186,31454.35,22
2023-05-31,pepper,Chennai,188,31522.73,13
2023-06-30,pepper,Chennai,178,31231.41,23
2023-07-31,pepper,Chennai,155,30926.66,23
2023-08-31,pepper,Chennai,121,30859.57,25
2023-09-30,pepper,Chennai,166,30819.39,16
2023-10-31,pepper,Chennai,155,31076.98,28
2023-11-30,pepper,Chennai,118,31094.31,11
2023-12-31,pepper,Chennai,156,31421.02,19
2021-01-31,pepper,Delhi,120,32976.49,14
2021-02-28,pepper,Delhi,159,33163.16,25
2021-03-31,pepper,Delhi,180,33573.81,20
2021-04-30,pepper,Delhi,196,33729.95,15
2021-05-31,pepper,Delhi,173,33763.48,18
2021-06-30,pepper,Delhi,162,33336.23,22
2021-07-31,pepper,Delhi,141,33187.97,17
2021-08-31,pepper,Delhi,150,32911.72,23
2021-09-30,pepper,Delhi,163,32819.75,10
2021-10-31,pepper,Delhi,175,32956.68,26
2021-11-30,pepper,Delhi,155,32969.73,14
2021-12-31,pepper,Delhi,179,33213.31,11
2022-01-31,pepper,Delhi,140,33683.26,18
2022-02-28,pepper,Delhi,131,33931.19,13
2022-03-31,pepper,Delhi,114,34110.53,26
2022-04-30,pepper,Delhi,161,34065.03,26
2022-05-31,pepper,Delhi,126,34176.41,27
2022-06-30,pepper,Delhi,127,33863.04,25
2022-07-31,pepper,Delhi,180,33876.43,17
2022-08-31,pepper,Delhi,163,33469.0,20
2022-09-30,pepper,Delhi,158,33136.34,27
2022-10-31,pepper,Delhi,157,33186.68,19
2022-11-30,pepper,Delhi,101,33676.28,22
2022-12-31,pepper,Delhi,135,34026.49,26
2023-01-31,pepper,Delhi,170,34125.88,27
2023-02-28,pepper,Delhi,112,34672.44,19
2023-03-31,pepper,Delhi,114,34776.06,25
2023-04-30,pepper,Delhi,188,34637.96,29
2023-05-31,pepper,Delhi,186,34547.84,14
2023-06-30,pepper,Delhi,159,34377.13,22
2023-07-31,pepper,Delhi,121,34257.77,27
2023-08-31,pepper,Delhi,162,33979.5,26
2023-09-30,pepper,Delhi,189,33890.73,18
2023-10-31,pepper,Delhi,196,34041.22,23
2023-11-30,pepper,Delhi,174,34254.43,26
2023-12-31,pepper,Delhi,173,34592.44,13
2021-01-31,pepper,Kochi,170,28595.0,25
2021-02-28,pepper,Kochi,132,28823.61,11
2021-03-31,pepper,Kochi,125,28872.74,29
2021-04-30,pepper,Kochi,144,29108.44,29
2021-05-31,pepper,Kochi,183,29118.89,23
2021-06-30,pepper,Kochi,162,28948.78,12
2021-07-31,pepper,Kochi,166,28527.94,21
2021-08-31,pepper,Kochi,151,28417.08,17
2021-09-30,pepper,Kochi,167,28376.69,11
2021-10-31,pepper,Kochi,125,28443.87,13
2021-11-30,pepper,Kochi,174,28318.04,23
2021-12-31,pepper,Kochi,101,28779.53,25
2022-01-31,pepper,Kochi,113,29117.87,28
2022-02-28,pepper,Kochi,129,29471.07,11
2022-03-31,pepper,Kochi,148,29644.81,21
2022-04-30,pepper,Kochi,111,29688.58,23
2022-05-31,pepper,Kochi,189,29467.12,15
2022-06-30,pepper,Kochi,143,29170.79,22
2022-07-31,pepper,Kochi,132,29099.1,13
2022-08-31,pepper,Kochi,112,29053.05,27
2022-09-30,pepper,Kochi,177,29009.02,21
2022-10-31,pepper,Kochi,187,28995.53,29
2022-11-30,pepper,Kochi,197,29156.82,28
2022-12-31,pepper,Kochi,125,29434.4,17
2023-01-31,pepper,Kochi,120,29648.65,16
2023-02-28,pepper,Kochi,127,29949.34,25
2023-03-31,pepper,Kochi,147,30276.67,28
2023-04-30,pepper,Kochi,199,30022.65,15
2023-05-31,pepper,Kochi,139,30155.37,29
2023-06-30,pepper,Kochi,165,29755.47,20
2023-07-31,pepper,Kochi,172,29701.32,14
2023-08-31,pepper,Kochi,186,29270.6,25
2023-09-30,pepper,Kochi,178,29430.52,16
2023-10-31,pepper,Kochi,176,29400.31,14
2023-11-30,pepper,Kochi,122,29559.17,20
2023-12-31,pepper,Kochi,180,30021.85,24
2021-01-31,pepper,Ludhiana,183,31379.18,15
2021-02-28,pepper,Ludhiana,107,31774.15,16
2021-03-31,pepper,Ludhiana,135,32057.46,10
2021-04-30,pepper,Ludhiana,192,32311.88,27
2021-05-31,pepper,Ludhiana,175,31971.96,29
2021-06-30,pepper,Ludhiana,113,31983.28,21
2021-07-31,pepper,Ludhiana,153,31775.34,25
2021-08-31,pepper,Ludhiana,184,31318.44,19
2021-09-30,pepper,Ludhiana,185,31424.15,19
2021-10-31,pepper,Ludhiana,120,31478.27,23
2021-11-30,pepper,Ludhiana,149,31596.52,29
2021-12-31,pepper,Ludhiana,193,31787.35,19
2022-01-31,pepper,Ludhiana,138,32136.89,19
2022-02-28,pepper,Ludhiana,119,32403.1,20
2022-03-31,pepper,Ludhiana,187,32406.58,11
2022-04-30,pepper,Ludhiana,186,32649.65,29
2022-05-31,pepper,Ludhiana,106,32510.4,17
2022-06-30,pepper,Ludhiana,108,32291.11,16
2022-07-31,pepper,Ludhiana,100,32386.91,17
2022-08-31,pepper,Ludhiana,125,32078.15,10
2022-09-30,pepper,Ludhiana,137,31754.66,11
2022-10-31,pepper,Ludhiana,137,31959.14,27
2022-11-30,pepper,Ludhiana,160,32259.69,24
2022-12-31,pepper,Ludhiana,143,32246.82,10
2023-01-31,pepper,Ludhiana,185,32711.96,14
2023-02-28,pepper,Ludhiana,143,32974.75,11
2023-03-31,pepper,Ludhiana,173,32982.31,29
2023-04-30,pepper,Ludhiana,161,33154.86,12
2023-05-31,pepper,Ludhiana,105,33105.52,28
2023-06-30,pepper,Ludhiana,116,32938.48,27
2023-07-31,pepper,Ludhiana,150,32543.84,27
2023-08-31,pepper,Ludhiana,137,32661.45,23
2023-09-30,pepper,Ludhiana,123,32166.14,17
2023-10-31,pepper,Ludhiana,150,32509.61,21
2023-11-30,pepper,Ludhiana,109,32559.46,19
2023-12-31,pepper,Ludhiana,171,33009.02,29
2021-01-31,pepper,Mumbai,114,34570.7,18
2021-02-28,pepper,Mumbai,106,35074.17,21
2021-03-31,pepper,Mumbai,139,35040.6,14
2021-04-30,pepper,Mumbai,127,34945.46,29
2021-05-31,pepper,Mumbai,131,35134.47,12
2021-06-30,pepper,Mumbai,198,35017.25,14
2021-07-31,pepper,Mumbai,114,34620.54,11
2021-08-31,pepper,Mumbai,199,34441.56,23
2021-09-30,pepper,Mumbai,184,34308.36,11
2021-10-31,pepper,Mumbai,169,34337.1,22
2021-11-30,pepper,Mumbai,164,34520.44,16
2021-12-31,pepper,Mumbai,103,34709.65,19
2022-01-31,pepper,Mumbai,110,34979.98,22
2022-02-28,pepper,Mumbai,125,35403.55,25
2022-03-31,pepper,Mumbai,160,35557.26,23
2022-04-30,pepper,Mumbai,136,35586.7,20
2022-05-31,pepper,Mumbai,122,35555.43,19
2022-06-30,pepper,Mumbai,192,35209.57,15
2022-07-31,pepper,Mumbai,184,35164.73,13
2022-08-31,pepper,Mumbai,190,34911.32,10
2022-09-30,pepper,Mumbai,139,34893.63,16
2022-10-31,pepper,Mumbai,176,34964.44,18
2022-11-30,pepper,Mumbai,122,35227.0,17
2022-12-31,pepper,Mumbai,115,35406.73,14
2023-01-31,pepper,Mumbai,193,35810.93,28
2023-02-28,pepper,Mumbai,160,35930.15,19
2023-03-31,pepper,Mumbai,167,36082.34,20
2023-04-30,pepper,Mumbai,179,36107.81,24
2023-05-31,pepper,Mumbai,130,36071.31,15
2023-06-30,pepper,Mumbai,152,35850.77,24
2023-07-31,pepper,Mumbai,124,35582.28,14
2023-08-31,pepper,Mumbai,143,35288.51,28
2023-09-30,pepper,Mumbai,111,35433.24,28
2023-10-31,pepper,Mumbai,189,35387.85,19
2023-11-30,pepper,Mumbai,196,35609.1,21
2023-12-31,pepper,Mumbai,191,35886.15,13
2021-01-31,pepper,Bangalore,156,29899.41,28
2021-02-28,pepper,Bangalore,176,30128.38,22
2021-03-31,pepper,Bangalore,114,30591.15,27
2021-04-30,pepper,Bangalore,126,30496.16,23
2021-05-31,pepper,Bangalore,167,30687.11,13
2021-06-30,pepper,Bangalore,179,30470.63,13
2021-07-31,pepper,Bangalore,163,30241.76,29
2021-08-31,pepper,Bangalore,193,30172.64,29
2021-09-30,pepper,Bangalore,129,29754.51,28
2021-10-31,pepper,Bangalore,135,29977.62,22
2021-11-30,pepper,Bangalore,166,30007.89,21
2021-12-31,pepper,Bangalore,185,30552.85,16
2022-01-31,pepper,Bangalore,185,30565.48,21
2022-02-28,pepper,Bangalore,148,30831.88,13
2022-03-31,pepper,Bangalore,175,31118.08,11
2022-04-30,pepper,Bangalore,154,31109.43,11
2022-05-31,pepper,Bangalore,184,30971.27,14
2022-06-30,pepper,Bangalore,155,30764.56,19
2022-07-31,pepper,Bangalore,167,30784.23,19
2022-08-31,pepper,Bangalore,194,30336.54,18
2022-09-30,pepper,Bangalore,143,30391.99,22
2022-10-31,pepper,Bangalore,130,30530.09,16
2022-11-30,pepper,Bangalore,157,30724.34,14
2022-12-31,pepper,Bangalore,186,30836.27,19
2023-01-31,pepper,Bangalore,152,31183.64,19
2023-02-28,pepper,Bangalore,183,31422.32,15
2023-03-31,pepper,Bangalore,178,31456.26,28
2023-04-30,pepper,Bangalore,122,31670.66,17
2023-05-31,pepper,Bangalore,127,31497.74,10
2023-06-30,pepper,Bangalore,115,31431.74,26
2023-07-31,pepper,Bangalore,136,30986.45,16
2023-08-31,pepper,Bangalore,120,31020.15,23
2023-09-30,pepper,Bangalore,178,30987.86,26
2023-10-31,pepper,Bangalore,116,30978.7,18
2023-11-30,pepper,Bangalore,136,30983.61,26
2023-12-31,pepper,Bangalore,176,31448.74,14
2021-01-31,rice,Chennai,118,4067.54,13
2021-02-28,rice,Chennai,182,4286.04,28
2021-03-31,rice,Chennai,106,4345.56,23
2021-04-30,rice,Chennai,162,4591.12,14
2021-05-31,rice,Chennai,141,4491.79,27
2021-06-30,rice,Chennai,141,4446.7,19
2021-07-31,rice,Chennai,158,4335.64,28
2021-08-31,rice,Chennai,119,4203.45,21
2021-09-30,rice,Chennai,172,3889.56,27
2021-10-31,rice,Chennai,116,3723.52,26
2021-11-30,rice,Chennai,126,4043.92,20
2021-12-31,rice,Chennai,146,4304.73,12
2022-01-31,rice,Chennai,101,4671.45,26
2022-02-28,rice,Chennai,162,4884.19,10
2022-03-31,rice,Chennai,161,5082.18,24
2022-04-30,rice,Chennai,199,5067.12,18
2022-05-31,rice,Chennai,118,5015.92,24
2022-06-30,rice,Chennai,116,4912.91,12
2022-07-31,rice,Chennai,168,4437.56,28
2022-08-31,rice,Chennai,138,4421.16,22
2022-09-30,rice,Chennai,181,4438.47,21
2022-10-31,rice,Chennai,170,4588.54,29
2022-11-30,rice,Chennai,180,4574.05,10
2022-12-31,rice,Chennai,138,5014.97,26
2023-01-31,rice,Chennai,135,5373.26,22
2023-02-28,rice,Chennai,139,5423.81,10
2023-03-31,rice,Chennai,144,5553.94,19
2023-04-30,rice,Chennai,103,5598.7,24
2023-05-31,rice,Chennai,124,5485.7,16
2023-06-30,rice,Chennai,168,5396.76,27
2023-07-31,rice,Chennai,129,4991.4,25
2023-08-31,rice,Chennai,175,5065.09,23
2023-09-30,rice,Chennai,167,4791.86,27
2023-10-31,rice,Chennai,187,4847.55,16
2023-11-30,rice,Chennai,128,5253.07,26
2023-12-31,rice,Chennai,172,5623.06,27
2021-01-31,rice,Delhi,133,4423.38,15
2021-02-28,rice,Delhi,143,4802.85,13
2021-03-31,rice,Delhi,114,4842.41,12
2021-04-30,rice,Delhi,177,5170.52,12
2021-05-31,rice,Delhi,169,4979.54,13
2021-06-30,rice,Delhi,149,4742.45,14
2021-07-31,rice,Delhi,131,4712.09,17
2021-08-31,rice,Delhi,166,4377.43,25
2021-09-30,rice,Delhi,102,4359.04,12
2021-10-31,rice,Delhi,185,4261.06,21
2021-11-30,rice,Delhi,185,4431.67,17
2021-12-31,rice,Delhi,173,4745.1,22
2022-01-31,rice,Delhi,150,5032.65,13
2022-02-28,rice,Delhi,166,5086.56,23
2022-03-31,rice,Delhi,175,5363.4,23
2022-04-30,rice,Delhi,192,5623.26,22
2022-05-31,rice,Delhi,147,5433.9,15
2022-06-30,rice,Delhi,116,5209.22,26
2022-07-31,rice,Delhi,106,4902.55,13
2022-08-31,rice,Delhi,112,4744.91,17
2022-09-30,rice,Delhi,165,4567.5,26
2022-10-31,rice,Delhi,103,4814.34,12
2022-11-30,rice,Delhi,109,4954.04,26
2022-12-31,rice,Delhi,187,5199.78,18
2023-01-31,rice,Delhi,116,5597.45,11
2023-02-28,rice,Delhi,151,5898.74,22
2023-03-31,rice,Delhi,105,6219.08,29
2023-04-30,rice,Delhi,182,5865.72,11
2023-05-31,rice,Delhi,168,6009.83,29
2023-06-30,rice,Delhi,195,5784.99,20
2023-07-31,rice,Delhi,173,5390.86,24
2023-08-31,rice,Delhi,108,5331.61,20
2023-09-30,rice,Delhi,190,5226.17,12
2023-10-31,rice,Delhi,176,5392.56,12
2023-11-30,rice,Delhi,182,5751.61,21
2023-12-31,rice,Delhi,120,5960.56,14
2021-01-31,rice,Kochi,104,3868.14,22
2021-02-28,rice,Kochi,117,3983.94,16
2021-03-31,rice,Kochi,137,4401.49,19
2021-04-30,rice,Kochi,136,4448.01,24
2021-05-31,rice,Kochi,193,4436.02,15
2021-06-30,rice,Kochi,194,4166.67,14
2021-07-31,rice,Kochi,163,3846.21,11
2021-08-31,rice,Kochi,109,3856.43,24
2021-09-30,rice,Kochi,178,3476.75,25
2021-10-31,rice,Kochi,141,3658.5,28
2021-11-30,rice,Kochi,147,3931.77,18
2021-12-31,rice,Kochi,143,4114.93,28
2022-01-31,rice,Kochi,181,4598.4,16
2022-02-28,rice,Kochi,186,4788.62,13
2022-03-31,rice,Kochi,196,4810.14,12
2022-04-30,rice,Kochi,115,4933.05,29
2022-05-31,rice,Kochi,153,4842.37,20
2022-06-30,rice,Kochi,134,4503.37,10
2022-07-31,rice,Kochi,197,4344.37,15
2022-08-31,rice,Kochi,127,4196.81,20
2022-09-30,rice,Kochi,101,3966.06,10
2022-10-31,rice,Kochi,193,4229.22,16
2022-11-30,rice,Kochi,112,4388.98,15
2022-12-31,rice,Kochi,140,4529.15,23
2023-01-31,rice,Kochi,179,5044.68,11
2023-02-28,rice,Kochi,158,5333.93,13
2023-03-31,rice,Kochi,168,5432.46,20
2023-04-30,rice,Kochi,191,5384.5,24
2023-05-31,rice,Kochi,152,5353.04,27
2023-06-30,rice,Kochi,144,5155.7,10
2023-07-31,rice,Kochi,119,4899.51,12
2023-08-31,rice,Kochi,123,4628.82,12
2023-09-30,rice,Kochi,160,4699.59,16
2023-10-31,rice,Kochi,190,4893.54,10
2023-11-30,rice,Kochi,193,4941.03,20
2023-12-31,rice,Kochi,157,5509.79,15
2021-01-31,rice,Ludhiana,145,4063.65,17
2021-02-28,rice,Ludhiana,130,4541.24,14
2021-03-31,rice,Ludhiana,192,4846.37,19
2021-04-30,rice,Ludhiana,108,4862.39,16
2021-05-31,rice,Ludhiana,114,4777.15,19
2021-06-30,rice,Ludhiana,193,4745.19,13
2021-07-31,rice,Ludhiana,125,4342.89,18
2021-08-31,rice,Ludhiana,109,4053.12,23
2021-09-30,rice,Ludhiana,128,4063.03,11
2021-10-31,rice,Ludhiana,179,4143.74,18
2021-11-30,rice,Ludhiana,135,4341.55,10
2021-12-31,rice,Ludhiana,183,4548.79,19
2022-01-31,rice,Ludhiana,136,4887.15,19
2022-02-28,rice,Ludhiana,185,5190.64,29
2022-03-31,rice,Ludhiana,170,5241.59,12
2022-04-30,rice,Ludhiana,122,5315.53,15
2022-05-31,rice,Ludhiana,140,5375.83,15
2022-06-30,rice,Ludhiana,192,4940.57,11
2022-07-31,rice,Ludhiana,179,4881.32,27
2022-08-31,rice,Ludhiana,127,4581.22,11
2022-09-30,rice,Ludhiana,147,4679.71,21
2022-10-31,rice,Ludhiana,137,4622.68,14
2022-11-30,rice,Ludhiana,130,4814.65,29
2022-12-31,rice,Ludhiana,113,5269.32,16
2023-01-31,rice,Ludhiana,196,5296.65,25
2023-02-28,rice,Ludhiana,172,5683.93,29
2023-03-31,rice,Ludhiana,190,5791.75,10
2023-04-30,rice,Ludhiana,187,5870.15,10
2023-05-31,rice,Ludhiana,176,5886.83,26
2023-06-30,rice,Ludhiana,189,5427.15,10
2023-07-31,rice,Ludhiana,128,5149.03,29
2023-08-31,rice,Ludhiana,150,5030.35,22
2023-09-30,rice,Ludhiana,148,5048.65,18
2023-10-31,rice,Ludhiana,142,5180.41,24
2023-11-30,rice,Ludhiana,191,5412.15,12
2023-12-31,rice,Ludhiana,191,5880.27,23
2021-01-31,rice,Mumbai,152,4529.94,12
2021-02-28,rice,Mumbai,199,4967.45,16
2021-03-31,rice,Mumbai,135,5076.25,24
2021-04-30,rice,Mumbai,167,5241.42,28
2021-05-31,rice,Mumbai,135,5154.58,29
2021-06-30,rice,Mumbai,151,5030.07,11
2021-07-31,rice,Mumbai,152,4744.99,28
2021-08-31,rice,Mumbai,181,4542.05,18
2021-09-30,rice,Mumbai,149,4401.12,28
2021-10-31,rice,Mumbai,179,4574.57,14
2021-11-30,rice,Mumbai,140,4654.84,27
2021-12-31,rice,Mumbai,117,4987.6,25
2022-01-31,rice,Mumbai,121,5306.1,13
2022-02-28,rice,Mumbai,165,5440.12,21
2022-03-31,rice,Mumbai,120,5763.69,16
2022-04-30,rice,Mumbai,199,5728.91,23
2022-05-31,rice,Mumbai,143,5631.24,21
2022-06-30,rice,Mumbai,146,5586.83,12
2022-07-31,rice,Mumbai,138,5293.79,14
2022-08-31,rice,Mumbai,128,5017.65,26
2022-09-30,rice,Mumbai,153,5018.56,19
2022-10-31,rice,Mumbai,189,4897.9,19
2022-11-30,rice,Mumbai,184,5238.62,20
2022-12-31,rice,Mumbai,116,5346.48,26
2023-01-31,rice,Mumbai,179,5705.82,14
2023-02-28,rice,Mumbai,159,6120.81,22
2023-03-31,rice,Mumbai,130,5942.74,19
2023-04-30,rice,Mumbai,172,6397.16,18
2023-05-31,rice,Mumbai,194,6177.34,26
2023-06-30,rice,Mumbai,177,5703.82,10
2023-07-31,rice,Mumbai,148,5908.62,13
2023-08-31,rice,Mumbai,101,5778.7,13
2023-09-30,rice,Mumbai,147,5453.88,27
2023-10-31,rice,Mumbai,113,5481.34,18
2023-11-30,rice,Mumbai,158,5969.32,27
2023-12-31,rice,Mumbai,196,6065.62,23
2021-01-31,rice,Bangalore,143,3866.49,27
2021-02-28,rice,Bangalore,173,4190.29,20
2021-03-31,rice,Bangalore,155,4590.74,17
2021-04-30,rice,Bangalore,142,4732.52,11
2021-05-31,rice,Bangalore,188,4549.74,24
2021-06-30,rice,Bangalore,133,4246.36,18
2021-07-31,rice,Bangalore,129,4195.57,28
2021-08-31,rice,Bangalore,170,4025.05,29
2021-09-30,rice,Bangalore,169,3892.98,17
2021-10-31,rice,Bangalore,154,3833.9,28
2021-11-30,rice,Bangalore,166,4022.37,14
2021-12-31,rice,Bangalore,112,4220.76,20
2022-01-31,rice,Bangalore,102,4492.38,24
2022-02-28,rice,Bangalore,125,4961.68,17
2022-03-31,rice,Bangalore,156,5085.31,28
2022-04-30,rice,Bangalore,123,5115.25,17
2022-05-31,rice,Bangalore,152,4996.4,28
2022-06-30,rice,Bangalore,169,4843.57,27
2022-07-31,rice,Bangalore,142,4654.44,19
2022-08-31,rice,Bangalore,159,4625.76,16
2022-09-30,rice,Bangalore,157,4435.13,18
2022-10-31,rice,Bangalore,148,4357.84,10
2022-11-30,rice,Bangalore,141,4548.31,28
2022-12-31,rice,Bangalore,175,4815.27,14
2023-01-31,rice,Bangalore,199,5184.21,28
2023-02-28,rice,Bangalore,165,5381.1,10
2023-03-31,rice,Bangalore,110,5657.24,24
2023-04-30,rice,Bangalore,197,5352.56,25
2023-05-31,rice,Bangalore,189,5547.41,16
2023-06-30,rice,Bangalore,117,5315.21,21
2023-07-31,rice,Bangalore,184,5195.05,17
2023-08-31,rice,Bangalore,199,4998.96,14
2023-09-30,rice,Bangalore,151,4803.56,19
2023-10-31,rice,Bangalore,145,5050.42,14
2023-11-30,rice,Bangalore,143,5183.89,26
2023-12-31,rice,Bangalore,121,5306.57,14
2021-01-31,rubber,Chennai,133,15060.01,20
2021-02-28,rubber,Chennai,134,15259.79,23
2021-03-31,rubber,Chennai,102,15466.26,12
2021-04-30,rubber,Chennai,158,15822.89,25
2021-05-31,rubber,Chennai,169,15444.02,24
2021-06-30,rubber,Chennai,147,15425.31,19
2021-07-31,rubber,Chennai,163,15065.85,18
2021-08-31,rubber,Chennai,118,15137.59,20
2021-09-30,rubber,Chennai,166,14882.38,25
2021-10-31,rubber,Chennai,181,14908.06,19
2021-11-30,rubber,Chennai,172,15314.54,26
2021-12-31,rubber,Chennai,175,15236.39,28
2022-01-31,rubber,Chennai,104,15778.42,11
2022-02-28,rubber,Chennai,166,15847.04,11
2022-03-31,rubber,Chennai,110,16052.18,15
2022-04-30,rubber,Chennai,193,16394.14,28
2022-05-31,rubber,Chennai,167,16031.0,17
2022-06-30,rubber,Chennai,168,15724.15,12
2022-07-31,rubber,Chennai,100,15666.6,23
2022-08-31,rubber,Chennai,190,15435.61,25
2022-09-30,rubber,Chennai,191,15406.39,10
2022-10-31,rubber,Chennai,162,15411.11,12
2022-11-30,rubber,Chennai,128,15835.44,27
2022-12-31,rubber,Chennai,181,15952.11,18
2023-01-31,rubber,Chennai,111,16096.76,15
2023-02-28,rubber,Chennai,176,16474.8,10
2023-03-31,rubber,Chennai,140,16529.8,19
2023-04-30,rubber,Chennai,101,16592.14,15
2023-05-31,rubber,Chennai,136,16402.85,21
2023-06-30,rubber,Chennai,144,16498.39,13
2023-07-31,rubber,Chennai,179,15999.63,22
2023-08-31,rubber,Chennai,147,15980.04,26
2023-09-30,rubber,Chennai,123,15839.58,17
2023-10-31,rubber,Chennai,198,15858.15,29
